ASIN,Brand,Est. Monthly Revenue,Price,FBA Sellers,Est. Monthly Units Sold,Amazon In-Stock Rate,UPC,Part Number,Product name,Bought in past month,Reviews: Rating,Reviews: Review Count,Buy Box: Current,Buy Box Seller,FBA Fees:,Referral Fee based on current Buy Box price,"Count of retrieved live offers: New, FBA",Product Codes: EAN,Product Codes: UPC,Product Codes: PartNumber
B07QBDG3TR,Garmin,133711.2,227.4,15,588,1,753759207168,010-02060-00,"Garmin 010-02060-00 Edge 530, GPS Cycling/Bike Computer with Mapping, Dynamic Performance Monitoring and Popularity Routing",500,4.4,3200,249,Naz Gadgets (94% A3AUJIBGTITFR),4.26,19.92,11,0753759207168,753759207168,010-02060-00
B0DRZ1QFY5,Garmin,93182.24,394.84,7,236,1,753759350703,010-03010-00,"Garmin Approach® S50, Advanced Golf GPS Smartwatch, AMOLED Display, On-Course Features, Wrist-Based Heart Rate, Slate Aluminum Bezel with Black ComfortFit Nylon Band",200,4.1,50,399.99,Frontrow Tech LLC (99% AJFLJ7J2AIXGD),4.01,32,7,0753759350703,753759350703,010-03010-00
B09M47L4HN,Garmin,132818.44,562.79,4,236,0,753759278212,010-02541-01,"Garmin Fenix 7X Solar Multisport GPS Watch, Slate Grey with Black Band",200,4.6,1627,578,IMJTech (100% A1JPJSG2LCS41S),4.26,92.48,3,0753759278212,753759278212,010-02541-01
B01276FRQG,Garmin,346736.13,249.99,6,1387,1,753759114435,010-01205-00,"Garmin Sport PRO Bundle, Dog Training Collar and Handheld, 1handed Training of Up to 3 Dogs, Tone and Vibration",1000,4.6,1330,249.99,Escape To Nature (100% AJ8MVEQQ9DH2X),5.1,37.5,6,0753759114435,753759114435,010-01205-00
B09WTYT878,Garmin,53887.86,230.29,19,234,0.987,753759279844,010-02641-01,"Garmin Forerunner® 255, GPS Running Smartwatch, Advanced Insights, Long-Lasting Battery, Tidal Blue",300,4.7,199,234.34,Heart Rate Monitors USA (96% A3H9V1EMGQSHX7),4.01,18.75,13,0753759279844,753759279844,010-02641-01
B0CHZBJMBB,Garmin,67191.93,276.51,1,243,0,657768635274,010-02738-00-cr,"Garmin dzl OTR610, Large, Easy-to-Read 6' GPS Navigator, Custom Truck Routing, High-Resolution Birdseye Satellite Imagery, Directory of Truck & Trailer Services",200,4.1,63,279.99,Escape To Nature (100% AJ8MVEQQ9DH2X),5.88,22.4,0,0657768635274,657768635274,010-02738-00-cr
B0DTNX13YS,Garmin,,,,Not in SS,,,,"Garmin Edge 1050®,Premium Cycling Computer,Vivid Color Touchscreen Display,Built-in Speaker,Advanced Training and Group Ride,Road Hazard Alerts and Garmin Varia RTL515 Radar Tail Light(010-02376-00)",,4.5,61,849.98,Amazon,,,1,,,
B0D6SBYCVH,Garmin,336163.17,695.99,8,483,1,753759336288,010-02890-00,"Garmin Edge 1050®, Premium Cycling Computer, Vivid Color Touchscreen Display, Built-in Speaker, Advanced Training and Group Ride Features, Road Hazard Alerts",400,4.5,62,699.99,Frontrow Tech LLC (99% AJFLJ7J2AIXGD),4.66,56,7,"0753759336295, 0753759336288","753759336295, 753759336288",010-02890-00
B093244D1J,Garmin,87309.75,183.81,8,475,1,753759269395,010-02505-05,"Garmin Dash Cam 67W, 1440p and extra-wide 180-degree FOV, Monitor Your Vehicle While Away w/ New Connected Features, Voice Control, Compact and Discreet, Includes Memory Card - 010-02505-05",400,4.1,1100,194.95,BulkBuyPartners (98% A3FZ0U30ZE203H),4.26,15.6,6,0753759269395,753759269395,010-02505-05
B07C3FBNQ4,Garmin,109848,298.5,3,368,1,753759206512,010-01994-00,"Garmin Approach CT10, Full Set, Automatic Club Tracking System, 14 Sensors, White, 010-01994-00",300,4.4,1904,299.99,Certified Brands (97% A3OFPW0FX55M8T),4.26,24,3,0753759206512,753759206512,010-01994-00
B0BFBZR4KW,Garmin,91012.44,261.53,8,348,1,753759292355,010-02672-00,"Garmin inReach® Messenger Handheld Satellite Communicator, Global Two-Way Messaging",300,4.5,297,245,Sales For You (99% A3RXWDYTBSNEDO),4.26,19.6,6,0753759292355,753759292355,010-02672-00
B09734C4CM,Garmin,123465.3,503.94,5,245,1,753759279677,010-02503-00,"Garmin Edge® 1040, GPS Bike Computer, On and Off-Road, Spot-On Accuracy, Long-Lasting Battery, Device Only",200,4.6,306,499.95,Amazon,4.66,40,4,0753759279677,753759279677,010-02503-00
B08LF4JDSJ,Garmin,95608.96,391.84,2,244,0.354,753759269302,010-13073-00,"Garmin GT56UHD-TM All-in-One Transom Mount Transducer with ClearVu, SideVu Scanning Sonars and High Wide Chirp Traditional Sonar",200,4.6,651,409,Top Sports (99% A3V25H3S1O04O9),7,32.72,2,0753759269302,753759269302,010-13073-00
B09NMHSHX7,Garmin,90101.44,630.08,8,143,0.635,753759278151,010-02540-34,"Garmin 010-02540-34 fenix 7 Sapphire Solar, adventure smartwatch, Solar Charging Capabilities, rugged outdoor GPS watch, touchscreen, health and wellness features, Black DLC Titanium with Black Band",100,4.6,2746,598.99,Zero Gravity Products (87% A3520T2Q7JBJ6T),4.26,47.92,7,0753759278151,753759278151,010-02540-34
B09C6P817K,Garmin,,,,Not in SS,,,,"Garmin Venu 2, GPS Smartwatch with Advanced Health Monitoring and Fitness Features, Slate Bezel with Black Case and Silicone Band , 27.9 mm (Renewed)",,4.4,55,249.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.26,20,0,0656942285267,656942285267,010-02430-01
B0BYFCZZ9F,Garmin,154964.34,748.62,9,207,0.986,753759318185,010-02804-00,"Garmin epix Pro (Gen 2) Sapphire Edition, 51mm, High Performance Smartwatch, Advanced Training Technology, Built-in Flashlight, Black",200,4.7,341,697,A&J Variety Inc (94% A1SZ59IS0F98XI),4.01,62.73,10,"0753759318185, 0753759318284","753759318185, 753759318284",010-02804-00
B09PSSSFPF,Garmin,122661.11,304.37,13,403,1,753759281243,010-02602-01,"Garmin inReach Mini 2, Lightweight and Compact Satellite Communicator, Hiking Handheld, Black",300,4.5,1392,308,Digital Village (90% A762DAYKU2MSF),4.26,24.64,13,0753759281243,753759281243,010-02602-01
B089YVVLSW,Garmin,122104.8,226.12,3,540,0.99,753759258757,010-02293-10,"Garmin 010-02293-10 Instinct Solar, Rugged Outdoor Smartwatch with Solar Charging Capabilities, Built-in Sports Apps and Health Monitoring, Graphite",500,4.5,2995,249.99,Amazon,4.01,27.07,3,0753759258757,753759258757,010-02293-10
B0BS1STGTL,Garmin,71100.6,436.2,7,163,1,753759313708,010-02810-05,"Garmin Forerunner 265S Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Light Pink and Powder Gray",300,4.5,114,349.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,28,6,0753759313708,753759313708,010-02810-05
B0BW2VKGXX,Garmin,153936.8,398.8,5,386,1,753759319403,010-02805-12,"Garmin Instinct 2X Solar - Tactical Edition, Rugged GPS Smartwatch, Built-in Flashlight, Ballistics Calculator, Solar Charging Capability, Coyote Tan",400,4.6,374,388.99,Amazon,4.01,38.12,2,0753759319403,753759319403,010-02805-12
B0BYFCRDT9,Garmin,149211.96,703.83,10,212,0.635,753759318086,010-02803-10,"Garmin epix Pro (Gen 2) Sapphire Edition, 47mm, High Performance Smartwatch, Advanced Training Technology, Built-in Flashlight, Black",200,4.6,229,705.99,DirectSupplyClub (99% A14WNZUZC1YICU),4.01,63.47,8,0753759318086,753759318086,010-02803-10
B0CG6LLQX3,Garmin,94461.84,238.54,11,396,0.505,753759324926,010-02862-12,"Garmin vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Navy",200,4.4,5305,241.6,Amazon,4.01,19.33,9,0753759324926,753759324926,010-02862-12
B07N7WRM2W,Garmin,,,,Not in SS,,,,"Garmin 010-01769-09 vívoactive 3, GPS Smartwatch with Contactless Payments and Built-in Sports Apps, 1.2"", White/Rose Gold (Renewed)",,4.2,390,199.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.66,16,1,0748926588669,748926588669,010-01769-09-cr
B07PJKYXW5,Garmin,23054.91,39.01,7,591,1,753759222543,010-12844-00,"Garmin Cadence Sensor 2, Bike Sensor to Monitor Pedaling Cadence, Black",500,4.6,5409,39,NUE Marketplace Inc (96% A19OIY71K48SZ3),3.79,3.12,6,0753759222543,"753759233198, 753759222543",010-12844-00
B0CWB5PMYH,Garmin,26993.25,290.25,8,93,1,753759326647,010-02863-33,"Garmin Forerunner 165 Music, Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Music on Your Wrist, Berry",100,4.6,41,249.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,20,6,0753759326647,753759326647,010-02863-33
B08KCFS8BY,Garmin,59846.01,149.99,2,399,1,753759257491,010-02294-03,"Garmin Index S2, Smart Scale with Wireless Connectivity, Measure Body Fat, Muscle, Bone Mass, Body Water% and More, White (010-02294-03)",300,4,372,149.99,Heart Rate Monitors USA (96% A3H9V1EMGQSHX7),10.57,22.5,2,0753759257491,753759257491,010-02294-03
B08KC5V33R,Garmin,293080.46,149.99,2,1954,1,753759257484,010-02294-02,"Garmin Index S2, Smart Scale with Wireless Connectivity, Measure Body Fat, Muscle, Bone Mass, Body Water% and More, Black (010-02294-02)",1000,4.1,1672,129.99,Amazon,8.15,19.5,3,0753759257484,753759257484,010-02294-02
B09WT93HQY,Garmin,107779.37,257.23,16,419,1,753759279929,010-02641-21,"Garmin Forerunner® 255 Music, GPS Running Smartwatch with Music, Advanced Insights, Long-Lasting Battery, White",300,4.5,245,269,Smooth Value (98% A36P3JXUIECQ51),4.01,21.52,15,0753759279929,753759279929,010-02641-21
B0911S8RKY,Garmin,18645,282.5,2,66,0.021,753759271855,010-02429-02,"Garmin Venu 2S, Smaller-sized GPS Smartwatch with Advanced Health Monitoring and Fitness Features, Silver Bezel with Light Gray Case and Silicone Band",100,4.6,355,227.99,A&J Variety Inc (94% A1SZ59IS0F98XI),4.26,18.24,2,0753759271855,753759271855,010-02429-02
B0F674Y3FZ,Garmin,193996.12,499.99,3,388,0.089,753759341664,010-02934-50,"Garmin Instinct® 3 Tactical Edition, 45mm, Solar Charged Display, Rugged Outdoor GPS Smartwatch",,,,499.99,Frontrow Tech LLC (99% AJFLJ7J2AIXGD),4.01,47,3,0753759341664,753759341664,010-02934-50
B0BBKLG957,Garmin,147465.36,260.08,3,567,0,753759241377,,"Garmin DriveSmart 71 EX with Traffic, 7-inch Car GPS Navigator with Bright, Crisp High-resolution Maps and Garmin Voice Assist",500,4.3,240,258.99,IEO-ships within 24hrs (97% A1DFVFUIJETDXC),5.1,20.72,2,0753759241377,753759241377,
B0DRZ2P69L,Garmin,48590.28,299.94,6,162,1,753759350673,010-03009-01,"Garmin Approach® S44, Essential Golf GPS Smartwatch, AMOLED Display, On-Course Features, Silver Aluminum Bezel with Twilight Silicone Band",100,4.1,50,299.99,The PlayBetter Store (96% A1M8B88YR0AAGH),4.01,24,6,0753759350673,753759350673,010-03009-01
B0931YZ82P,Garmin,24803.52,147.64,3,168,0.336,753759269357,010-02504-00,"Garmin 010-02504-00 Dash Cam Mini 2, Tiny Size, 1080p and 140-degree FOV, Monitor Your Vehicle While Away w/ New Connected Features, Voice Control, Black",100,4,4520,149.99,Line Wolf (86% A9P5NVMW8BAO3),3.9,12,1,0753759269357,753759269357,010-02504-00
B087W8TFYW,Garmin,45128.16,186.48,5,242,0.994,753759256135,010-02385-00,"Garmin Edge® 130 Plus, GPS Cycling/Bike Computer, Download Structure Workouts, ClimbPro Pacing Guidance and More (010-02385-00), Black",200,4.6,1113,195.99,Amazon,4.01,15.68,3,0753759256135,753759256135,010-02385-00
B07KGMHB4J,Garmin,,,,Not in SS,,,,"GARMIN - Smartwatch GARMIN Vivoactive 3 1,2' GPS Waterproof 5 ATM Glonass White Stainless steel (Renewed)",,4.1,49,129.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.66,10.4,0,0034722673808,034722673808,010-01769-20-cr
B09NMLVQ64,Garmin,159157.8,457.35,10,348,0.94,753759281076,010-02582-20,"Garmin epix Gen 2, Premium active smartwatch, Health and wellness features, touchscreen AMOLED display, adventure watch with advanced features, white titanium",300,4.6,271,489.99,Beach Camera Same Day Shipping (96% A13BNE3P7C8THK),4.26,39.2,9,0753759281076,753759281076,010-02582-20
B0DD5N9G17,Garmin,213597.86,897.47,8,238,1,753759339296,010-02751-00,"Garmin Enduro™ 3 – 51 mm, Solar, Sapphire, Ultraperformance GPS Smartwatch, Extreme Battery Life, Detailed Mapping, Built-in LED Flashlight, Carbon Gray DLC Titanium with Black UltraFit Nylon Strap",200,4.6,96,899.99,Certified Brands (97% A3OFPW0FX55M8T),4.26,79.11,8,0753759339296,753759339296,010-02751-00
B08X167FJG,Garmin,95575.44,254.19,17,376,1,753759273118,010-02572-10,"Garmin Approach S42, GPS Golf Smartwatch, Lightweight with 1.2"" Touchscreen, 42k+ Preloaded Courses, Gunmetal Ceramic Bezel and Black Silicone Band, 010-02572-10",200,4.5,1386,254.99,The PlayBetter Store (96% A1M8B88YR0AAGH),4.01,20.4,15,0753759273118,753759273118,010-02572-10
B01BKV286G,Garmin,15814.8,85.95,3,184,1,753759152758,010-01960-00,Garmin 010-01960-00 GT20-TM Transducer,100,4.6,350,86.49,GPS City (98% A2XENS8LQP1A6D),5.77,6.92,2,0753759152758,753759152758,010-01960-00
B00B2GDC8S,Garmin,68805.84,120.08,2,573,1,753759994709,CZN-066,"Garmin BarkLimiter Deluxe, Rechargeable Dog Training Collar with Automatic Levels for All Dog Breeds",500,4.1,1802,99.99,Amazon,4.66,15,2,0753759994709,753759994709,CZN-066
B09MSKPBJK,Garmin,0,139.97,1,0,1,,,"Garmin BarkLimiter Deluxe, Rechargeable Dog Training Collar with Automatic Levels for All Dog Breeds and Garmin 3/4-Inch Blue Collar Strap",,4.1,1995,119.98,Amazon,,,1,,,
B0DSC8GLRX,Garmin,82702.86,498.21,8,166,0.831,753759341640,010-03020-00,"Garmin Instinct® 3 50mm, AMOLED Display, Rugged Outdoor GPS Smartwatch, Metal-Reinforced Bezel, Built-in Flashlight, Up to 18 Days of Battery Life, Charcoal",100,4.3,50,499.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,40,5,0753759341640,753759341640,010-03020-00
B0CJ5NPGRK,Garmin,25960.8,149.2,4,174,1,753759275181,010-02448-02,"Garmin Bounce™, Kids Smartwatch, Two-Way Text and Voice Messaging, Location Tracking, Green Burst",200,4,109,149,Amazon,4.01,11.92,2,0753759275181,753759275181,010-02448-02
B0BV7GPNCM,Garmin,197562.75,1197.35,3,165,1,753759307981,010-02688-01,"Garmin ECHOMAP UHD2 93sv with GT56 Transducer, 9"" Touchscreen Chartplotter, Garmin Navionics+ U.S. Inland",100,4.7,153,1199.99,"The GPS Store, Inc. (98% AZCUN7CVO6U4J)",8.92,96,3,0753759307981,753759307981,010-02688-01
B09NMLNC95,Garmin,62143.08,190.04,23,327,0.396,753759278663,010-02563-10,"Garmin Instinct 2S, Smaller-Sized GPS Outdoor Watch, Multi-GNSS Support, Tracback Routing, Graphite, 40 MM",300,4.5,3066,195.95,-ATHQ- (99% A1ERSHXFJW1S9Q),4.01,15.68,18,0753759278663,753759278663,010-02563-10
B08LDZR6WH,Garmin,19235.18,163.01,2,118,1,753759229078,010-02246-02,"Garmin Striker Cast, Castable Sonar with GPS, Pair with Mobile Device and Cast from Anywhere, Reel in to Locate and Display Fish on Smartphone or Tablet (010-02246-02)",100,4.4,791,164.76,Amazon,4.66,13.18,2,"0753759229078, 7537592290784",753759229078,010-02246-02
B08LDZWMKF,Garmin,22409.88,110.94,2,202,1,753759229054,010-02246-00,"Garmin Striker Cast, Castable Sonar, Pair with Mobile Device and Cast from Anywhere, Reel in to Locate and Display Fish on Smartphone or Tablet (010-02246-00)",200,4.4,791,119.02,Amazon,4.66,9.52,2,0753759229054,753759229054,010-02246-00
B09KJWG751,Garmin,42456.14,109.99,1,386,0,656942478119,010-02504-00-cr,"Garmin Dash Cam Mini 2, Tiny Size, 1080p and 140-degree FOV, Monitor Your Vehicle While Away w/ New Connected Features, Voice Control (Renewed)",300,4.2,532,109.99,GPS City (98% A2XENS8LQP1A6D),3.9,8.8,0,0656942478119,656942478119,010-02504-00-cr
B0DB44R9SV,Garmin,11557.12,90.29,1,128,0,703670549700,010-02858-00-cr,"Garmin Drive™ 53 GPS Navigator, High-Resolution Touchscreen, Simple On-Screen Menus and Easy-to-See Maps, Driver Alerts (Renewed)",100,3.4,17,99.95,Bulkbuy Partners (98% A1LETKR4WXJNO5),4.66,8,0,0703670549700,703670549700,010-02858-00-cr
B09ZK4LN92,Garmin,83472.5,667.78,4,125,1,753759298609,010-02748-00,Garmin RV 895 RV MT-S GPS Navigator,100,4.3,590,599.99,"The Dashcam Store - Based in Austin, TX (98% A2UMN56R7L94WO)",6.32,48,4,0753759298609,753759298609,010-02748-00
B0912JT6R1,Garmin,57942.06,239.43,8,242,0.022,753759271800,010-02430-01,"Garmin Venu 2, GPS Smartwatch with Advanced Health Monitoring and Fitness Features, Slate Bezel with Black Case and Silicone Band , 27.9 mm",200,4.5,1727,224.99,A&J Variety Inc (94% A1SZ59IS0F98XI),4.26,18,8,0753759271800,753759271800,010-02430-01
B0DSC47H9Z,Garmin,105297.66,449.99,7,234,1,753759339500,010-02935-00,"Garmin Instinct® 3 50mm, Solar Charged Display, Rugged Outdoor GPS Smartwatch, Metal-Reinforced Bezel, Built-in Flashlight, Charcoal",200,4.2,31,449.99,Web Offers (98% A1DX3A7J4BF3GC),4.01,36,7,"0753759339524, 0753759339500","753759339524, 753759339500",010-02935-00
B07NQ7XKX6,Garmin,35244.24,149.34,1,236,0.022,090952129218,CRT2GRDRIVES65TRB,"Garmin DriveSmart 65 & Traffic: GPS Navigator with a 6.95 inches Display, Hands-Free Calling, Included Traffic alerts and Information to enrich Road Trips (Renewed)",200,4.3,1799,163.63,Beach Camera Same Day Shipping (96% A13BNE3P7C8THK),5.88,13.09,0,0090952129218,090952129218,CRT2GRDRIVES65TRB
B08BC5342P,Garmin,79246.14,256.46,1,309,0,753575580322,010-02240-00-cr,"Garmin vivomove Style, Hybrid Smartwatch with Real Watch Hands and Hidden Color Touchscreen Displays, Rose Gold with White Silicone Band (Renewed)",,3.8,22,259.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.01,20.8,1,0753575580322,753575580322,010-02240-00-cr
B0BT36CRCQ,Garmin,94342.5,449.25,8,210,1,753759299927,010-02695-00,"Garmin Edge 840, Compact GPS Cycling Computer with Touchscreen and Buttons, Targeted Adaptive Coaching, Advanced Navigation and More",200,4.4,250,449.99,The PlayBetter Store (96% A1M8B88YR0AAGH),4.26,36,7,0753759299927,753759299927,010-02695-00
B07Z3GTFKN,Garmin,,,,Not in SS,,,,Garmin Vivoactive 4 (Renewed),,4.5,200,279.99,Escape To Nature (100% AJ8MVEQQ9DH2X),4.01,22.4,1,0760575803566,760575803566,010-02174-01-cr
B09D5LYKRB,Garmin,13102.46,211.33,2,62,0.353,753759281151,010-02469-00,"Garmin DriveSmart 66, 6-inch Car GPS Navigator with Bright, Crisp High-resolution Maps and Garmin Voice Assist",50,4.4,2481,206.99,LNA Enterprises (86% A1WPN6YONVJ281),5.1,16.56,1,0753759281151,753759281151,010-02469-00
B0BT3KKYYP,Garmin,106794.66,599.97,5,178,1,753759308636,010-02812-00,"Garmin GPSMAP 67i Rugged GPS Handheld with inReach® Satellite Technology, Two-Way Messaging, Interactive SOS, Mapping",100,4.4,258,599.99,Web Offers (98% A1DX3A7J4BF3GC),5.1,48,4,0753759308636,753759308636,010-02812-00
B0CQ6NNBVQ,Garmin,41046.52,289.06,6,142,1,753759324650,010-02839-02,"Garmin Lily 2, Small and Stylish Smartwatch, Hidden Display, Patterned Lens, Up to 5 Days Battery Life, Tan",100,3.8,120,249.99,Certified Brands (97% A3OFPW0FX55M8T),4.01,20,7,0753759324650,753759324650,010-02839-02
B09LRHF75R,Garmin,9923.8,171.1,6,58,0.581,753759285593,010-02566-01,"Garmin vivomove Sport, Hybrid Smartwatch, Health and Wellness Features, Touchscreen, White",100,3.8,1485,164.82,Amazon,4.01,13.19,5,0753759285593,753759285593,010-02566-01
B08YS2PCXS,Garmin,61228.22,303.11,1,202,0.034,753759275709,010-02603-00,"Garmin Dezl OTR500, 5.5-inch GPS Truck Navigator, Custom Truck Routing and Load-to-Dock Guidance, 010-02603-00",200,4.4,5015,309.95,BulkBuyPartners (98% A3FZ0U30ZE203H),4.66,24.8,1,0753759275709,753759275709,010-02603-00
B0F6723TF4,Garmin,0,549.99,3,0,0.014,753759339548,010-02935-50,"Garmin Instinct® 3 Tactical Edition, 50mm, Solar Charged Display, Rugged Outdoor GPS Smartwatch",,5,1,549.99,The Watch Co. (98% A191F1AQT3JCJB),4.01,50.98,4,0753759339548,753759339548,010-02935-50
B00BJFCYXQ,Garmin,2766.27,15.99,1,173,0.014,753759998837,010-11890-00,Garmin Replacement Charging Clip for Delta and Delta Sport Dev,100,4.7,1345,15.99,GPS City (98% A2XENS8LQP1A6D),3.68,2.4,1,0753759998837,753759998837,010-11890-00
B0DC71JDMJ,Garmin,3399.32,49.99,3,68,0.884,753759338954,010-13392-02,"Garmin QuickFit, 22mm Black Silicone Band",50,4.2,20,49.99,Amazon,3.06,8,3,0753759338954,753759338954,010-13392-02
B0DJPN1SV3,Garmin,23882.5,116.5,1,205,0,753759333348,010-02858-01-cr,"Garmin Drive™ 53 with Traffic, GPS Navigator, High-Resolution Touchscreen, Simple On-Screen Menus and Easy-to-See Map, Driver and Traffic Alerts (Renewed)",200,3.3,16,124.95,Bulkbuy Partners (98% A1LETKR4WXJNO5),5.1,10,0,0753759333348,753759333348,010-02858-01-cr
B0DD5DTVRJ,Garmin,211941.57,1197.41,6,177,1,753759338190,010-02905-20,"Garmin fēnix® 8 – 51 mm, AMOLED, Sapphire, Premium Multisport GPS Smartwatch, Long-Lasting Battery Life, Dive-Rated, Built-in LED Flashlight, Carbon Gray DLC Titanium with Pebble Gray Band",100,4.7,46,1199.99,Focus Camera LLC (97% AXCB29L39I26U),4.26,96,5,0753759338190,753759338190,010-02905-20
B08HR6587B,Garmin,19490.11,319.51,2,61,1,753759257828,010-02451-00,"Garmin GPSMAP 65, Button-Operated Handheld with Expanded Satellite Support and Multi-Band Technology, 2.6"" Color Display, 010-02451-00",100,4.5,265,299.3,Amazon,4.66,23.94,4,0753759257828,753759257828,010-02451-00
B0DX28B1FQ,Garmin,192849.8,1593.8,3,121,0.687,753759346805,010-03407-10,"Garmin tactix® 8 51mm, Solar Charged Display, Elite, Premium Tactical GPS Smartwatch, Includes Applied Ballistics Elite™ Solver, Titanium Bezel, Sapphire Lens, 40-Meter Dive Rating",100,4.8,13,1499.99,Amazon,4.26,127.05,2,0753759346805,753759346805,010-03407-10
B0F673RJ66,Garmin,186596.89,599.99,5,311,0.057,753759344122,010-03020-50,"Garmin Instinct® 3 Tactical Edition, 50mm, AMOLED Display, Rugged Outdoor GPS Smartwatch",,5,1,599.99,Frontrow Tech LLC (99% AJFLJ7J2AIXGD),4.01,55.02,3,0753759344122,753759344122,010-03020-50
